character_a,relation,character_b
Jamie,,Faust
Faust,,Jaylo
Jaylo,,Faust
Faust,,Kieran
Kieran,,Faust
Faust,,Kira
Kira,,Faust
Faust,,Konnie
Konnie,,Faust
Faust,,Kore
Kore,,Faust
Faust,,Lavender
Lavender,,Faust
Faust,,Leah
Leah,,Faust
Faust,,Lee
Lee,,Faust
Faust,,Len
Len,,Faust
Faust,,Leonidas
Leonidas,,Faust
Faust,,Loki
Loki,,Faust
Faust,,Loki Primavera
Loki Primavera,,Faust
Faust,,Luca
Luca,,Faust
Faust,,Lucielle
Lucielle,,Faust
Faust,,Margot
Margot,,Faust
Faust,,Marx
Marx,,Faust
Faust,Devotee,Mephisto
Mephisto,False savior,Faust
Faust,,Moyo
Moyo,,Faust
Faust,,Natz
Natz,,Faust
Faust,,Persephone
Persephone,,Faust
Faust,,Pherenix
Pherenix,,Faust
Faust,,Rat
Rat,,Faust
Faust,,Rei
Rei,,Faust
Faust,,S
S,,Faust
Faust,,Sierra
Sierra,,Faust
Faust,,Soren
Soren,,Faust
Faust,,Taka
Taka,,Faust
Faust,,Vanessa
Vanessa,,Faust
Faust,,Vi
Vi,,Faust
Faust,,X
X,,Faust
Faust,,Zayne
Zayne,,Faust
Faust,,Zeph
Zeph,,Faust
Faust,,Zero
Zero,,Faust
Fox,General,Green
Green,General,Fox
Fox,,Hina
Hina,,Fox
Fox,,Io
Io,,Fox
Fox,,Jace
Jace,,Fox
Fox,,Jamie
Jamie,,Fox
Fox,,Jaylo
Jaylo,,Fox
Fox,,Kieran
Kieran,,Fox
Fox,,Kira
Kira,,Fox
Fox,,Konnie
Konnie,,Fox
Fox,Handler,Kore
Kore,Captive,Fox
Fox,General,Lavender
Lavender,General,Fox
Fox,,Leah
Leah,,Fox
Fox,,Lee
Lee,,Fox
Fox,,Len
Len,,Fox
Fox,,Leonidas
Leonidas,,Fox
Fox,General,Loki
Loki,Deserter,Fox
Fox,,Loki Primavera
Loki Primavera,,Fox
Fox,,Luca
Luca,,Fox
Fox,,Lucielle
Lucielle,,Fox
Fox,Widow,Margot
Margot,Lover,Fox
Fox,,Marx
Marx,,Fox
Fox,,Mephisto
Mephisto,,Fox
Fox,,Moyo
Moyo,,Fox
Fox,,Natz
Natz,,Fox
Fox,,Persephone
Persephone,,Fox
Fox,,Pherenix
Pherenix,,Fox
Fox,,Rat
Rat,,Fox
Fox,,Rei
Rei,,Fox
Fox,"General, Friend",S
S,"General, Friend",Fox
Fox,,Sierra
Sierra,,Fox
Fox,,Soren
Soren,,Fox
Fox,,Taka
Taka,,Fox
Fox,,Vanessa
Vanessa,,Fox
Fox,,Vi
Vi,,Fox
Fox,,X
X,,Fox
Fox,,Zayne
Zayne,,Fox
Fox,,Zeph
Zeph,,Fox
Fox,,Zero
Zero,,Fox
Green,,Hina
Hina,,Green
Green,,Io
Io,,Green
Green,,Jace
Jace,,Green
Green,,Jamie
Jamie,,Green
Green,,Jaylo
Jaylo,,Green
Green,,Kieran
Kieran,,Green
Green,,Kira
Kira,,Green
Green,,Konnie
Konnie,,Green
Green,,Kore
Kore,,Green
Green,,Lavender
Lavender,,Green
Green,,Leah
Leah,,Green
Green,,Lee
Lee,,Green
Green,,Len
Len,,Green
Green,,Leonidas
Leonidas,,Green
Green,,Loki
Loki,,Green
Green,,Loki Primavera
Loki Primavera,,Green
Green,,Luca
Luca,,Green
Green,,Lucielle
Lucielle,,Green
Green,,Margot
Margot,,Green
Green,,Marx
Marx,,Green
Green,,Mephisto
Mephisto,,Green
Green,,Moyo
Moyo,,Green
Green,,Natz
Natz,,Green
Green,,Persephone
Persephone,,Green
Green,,Pherenix
Pherenix,,Green
Green,,Rat
Rat,,Green
Green,,Rei
Rei,,Green
Green,,S
S,,Green
Green,,Sierra
Sierra,,Green
Green,,Soren
Soren,,Green
Green,,Taka
Taka,,Green
Green,,Vanessa
Vanessa,,Green
Green,,Vi
Vi,,Green
Green,,X
X,,Green
Green,,Zayne
Zayne,,Green
Green,,Zeph
Zeph,,Green
Green,,Zero
Zero,,Green
Hina,,Io
Io,,Hina
Hina,,Jace
Jace,,Hina
Hina,,Jamie
Jamie,,Hina
Hina,,Jaylo
Jaylo,,Hina
Hina,,Kieran
Kieran,,Hina
Hina,,Kira
Kira,,Hina
Hina,Friend,Konnie
Konnie,Friend,Hina
Hina,,Kore
Kore,,Hina
Hina,,Lavender
Lavender,,Hina
Hina,,Leah
Leah,,Hina
Hina,,Lee
Lee,,Hina
Hina,,Len
Len,,Hina
Hina,,Leonidas
Leonidas,,Hina
Hina,Friend,Loki
Loki,Friend,Hina
Hina,,Loki Primavera
Loki Primavera,,Hina
Hina,,Luca
Luca,,Hina
Hina,,Lucielle
Lucielle,,Hina
Hina,,Margot
Margot,,Hina
Hina,,Marx
Marx,,Hina
Hina,,Mephisto
Mephisto,,Hina
Hina,Friend,Moyo
Moyo,Friend,Hina
Hina,,Natz
Natz,,Hina
Hina,,Persephone
Persephone,,Hina
Hina,,Pherenix
Pherenix,,Hina
Hina,,Rat
Rat,,Hina
Hina,,Rei
Rei,,Hina
Hina,,S
S,,Hina
Hina,,Sierra
Sierra,,Hina
Hina,,Soren
Soren,,Hina
Hina,,Taka
Taka,,Hina
Hina,,Vanessa
Vanessa,,Hina
Hina,,Vi
Vi,,Hina
Hina,,X
X,,Hina
Hina,,Zayne
Zayne,,Hina
Hina,,Zeph
Zeph,,Hina
Hina,,Zero
Zero,,Hina
Io,,Jace
Jace,,Io
Io,,Jamie
Jamie,,Io
Io,,Jaylo
Jaylo,,Io
Io,,Kieran
Kieran,,Io
Io,,Kira
Kira,,Io
Io,,Konnie
Konnie,,Io
Io,,Kore
Kore,,Io
Io,,Lavender
Lavender,,Io
Io,,Leah
Leah,,Io
Io,,Lee
Lee,,Io
Io,,Len
Len,,Io
Io,,Leonidas
Leonidas,,Io
Io,,Loki
Loki,,Io
Io,,Loki Primavera
Loki Primavera,,Io
Io,,Luca
Luca,,Io
Io,,Lucielle
Lucielle,,Io
Io,,Margot
Margot,,Io
Io,,Marx
Marx,,Io
Io,,Mephisto
Mephisto,,Io
Io,,Moyo
Moyo,,Io
Io,,Natz
Natz,,Io
Io,,Persephone
Persephone,,Io
Io,,Pherenix
Pherenix,,Io
Io,,Rat
Rat,,Io
Io,,Rei
Rei,,Io
Io,,S
S,,Io
Io,,Sierra
Sierra,,Io
Io,,Soren
Soren,,Io
Io,,Taka
Taka,,Io
Io,,Vanessa
Vanessa,,Io
Io,Twin Brother,Vi
Vi,Twin sister,Io
Io,"Test subject, spare parts",X
X,"Handler, abuser",Io
Io,,Zayne
Zayne,,Io
Io,,Zeph
Zeph,,Io
Io,,Zero
Zero,,Io
Jace,,Jamie
Jamie,,Jace
Jace,,Jaylo
Jaylo,,Jace
Jace,,Kieran
Kieran,,Jace
Jace,,Kira
Kira,,Jace
Jace,,Konnie
Konnie,,Jace
Jace,,Kore
Kore,,Jace
Jace,,Lavender
Lavender,,Jace
Jace,Acquaintence,Leah
Leah,Acquaintence,Jace
Jace,Friend,Lee
Lee,Friend,Jace
Jace,,Len
Len,,Jace
Jace,Friend,Leonidas
Leonidas,Friend,Jace
Jace,,Loki
Loki,,Jace
Jace,,Loki Primavera
Loki Primavera,,Jace
Jace,,Luca
Luca,,Jace
Jace,,Lucielle
Lucielle,,Jace
Jace,,Margot
Margot,,Jace
Jace,,Marx
Marx,,Jace
Jace,,Mephisto
Mephisto,,Jace
Jace,,Moyo
Moyo,,Jace
Jace,"Private, Blacksmith, Trainer",Natz
Natz,"General, handler",Jace
Jace,,Persephone
Persephone,,Jace
Jace,Squadmate,Pherenix
Pherenix,Squadmate,Jace
Jace,,Rat
Rat,,Jace
Jace,Friend,Rei
Rei,Friend,Jace
Jace,,S
S,,Jace
Jace,,Sierra
Sierra,,Jace
Jace,,Soren
Soren,,Jace
Jace,,Taka
Taka,,Jace
Jace,,Vanessa
Vanessa,,Jace
Jace,Annoying co-worker,Vi
Vi,Annoying co-worker,Jace
Jace,,X
X,,Jace
Jace,,Zayne
Zayne,,Jace
Jace,Best Friend,Zeph
Zeph,Best Friend,Jace
Jace,,Zero
Zero,,Jace
Jamie,,Jaylo
Jaylo,,Jamie
Jamie,,Kieran
Kieran,,Jamie
Jamie,,Kira
Kira,,Jamie
Jamie,,Konnie
Konnie,,Jamie
Jamie,,Kore
Kore,,Jamie
Jamie,,Lavender
Lavender,,Jamie
Jamie,,Leah
Leah,,Jamie
Jamie,,Lee
Lee,,Jamie
Jamie,,Len
Len,,Jamie
Jamie,,Leonidas
Leonidas,,Jamie
Jamie,,Loki
Loki,,Jamie
Jamie,,Loki Primavera
Loki Primavera,,Jamie
Jamie,,Luca
Luca,,Jamie
Jamie,,Lucielle
Lucielle,,Jamie
Jamie,,Margot
Margot,,Jamie
Jamie,,Marx
Marx,,Jamie
Jamie,,Mephisto
Mephisto,,Jamie
Jamie,Friend,Moyo
Moyo,Friend,Jamie
Jamie,,Natz
Natz,,Jamie
Jamie,Spouse,Persephone
Persephone,Spouse,Jamie
Jamie,Son in-law,Pherenix
Pherenix,Father in-law,Jamie
Jamie,,Rat
Rat,,Jamie
Jamie,,Rei
Rei,,Jamie
Jamie,,S
S,,Jamie
Jamie,,Sierra
Sierra,,Jamie
Jamie,,Soren
Soren,,Jamie
Jamie,,Taka
Taka,,Jamie
Jamie,,Vanessa
Vanessa,,Jamie
Jamie,,Vi
Vi,,Jamie
Jamie,,X
X,,Jamie
Jamie,Friend,Zayne
Zayne,Friend,Jamie
Jamie,,Zeph
Zeph,,Jamie
Jamie,,Zero
Zero,,Jamie
Jaylo,"Captive, test subject",Kieran
Kieran,"Captor, abuser",Jaylo
Jaylo,,Kira
Kira,,Jaylo
Jaylo,,Konnie
Konnie,,Jaylo
Jaylo,,Kore
Kore,,Jaylo
Jaylo,,Lavender
Lavender,,Jaylo
Jaylo,,Leah
Leah,,Jaylo
Jaylo,,Lee
Lee,,Jaylo
Jaylo,,Len
Len,,Jaylo
Jaylo,,Leonidas
Leonidas,,Jaylo
Jaylo,,Loki
Loki,,Jaylo
Jaylo,Girlfriend,Loki Primavera
Loki Primavera,Girlfriend,Jaylo
Jaylo,,Luca
Luca,,Jaylo
Jaylo,,Lucielle
Lucielle,,Jaylo
Jaylo,,Margot
Margot,,Jaylo
Jaylo,,Marx
Marx,,Jaylo
Jaylo,,Mephisto
Mephisto,,Jaylo
Jaylo,Friend,Moyo
Moyo,Friend,Jaylo
Jaylo,,Natz
Natz,,Jaylo
Jaylo,,Persephone
Persephone,,Jaylo
Jaylo,,Pherenix
Pherenix,,Jaylo
Jaylo,,Rat
Rat,,Jaylo
Jaylo,,Rei
Rei,,Jaylo
Jaylo,,S
S,,Jaylo
Jaylo,,Sierra
Sierra,,Jaylo
Jaylo,Captor,Soren
Soren,"Handler, savior",Jaylo
Jaylo,,Taka
Taka,,Jaylo
Jaylo,,Vanessa
Vanessa,,Jaylo
Jaylo,,Vi
Vi,,Jaylo
Jaylo,,X
X,,Jaylo
Jaylo,Friend,Zayne
Zayne,Friend,Jaylo
Jaylo,,Zeph
Zeph,,Jaylo
Jaylo,,Zero
Zero,,Jaylo
Kieran,,Kira
Kira,,Kieran
Kieran,,Konnie
Konnie,,Kieran
Kieran,,Kore
Kore,,Kieran
Kieran,,Lavender
Lavender,,Kieran
Kieran,,Leah
Leah,,Kieran
Kieran,,Lee
Lee,,Kieran
Kieran,,Len
Len,,Kieran
Kieran,,Leonidas
Leonidas,,Kieran
Kieran,,Loki
Loki,,Kieran
Kieran,,Loki Primavera
Loki Primavera,,Kieran
Kieran,,Luca
Luca,,Kieran
Kieran,,Lucielle
Lucielle,,Kieran
Kieran,,Margot
Margot,,Kieran
Kieran,,Marx
Marx,,Kieran
Kieran,,Mephisto
Mephisto,,Kieran
Kieran,,Moyo
Moyo,,Kieran
Kieran,Son,Natz
Natz,Bastard father,Kieran
Kieran,,Persephone
Persephone,,Kieran
Kieran,,Pherenix
Pherenix,,Kieran
Kieran,,Rat
Rat,,Kieran
Kieran,,Rei
Rei,,Kieran
Kieran,,S
S,,Kieran
Kieran,Son,Sierra
Sierra,Mother,Kieran
Kieran,"Sergeant, Husband",Soren
Soren,"Spy, Husband",Kieran
Kieran,,Taka
Taka,,Kieran
Kieran,Prosecuting attorney,Vanessa
Vanessa,Defendant,Kieran
Kieran,,Vi
Vi,,Kieran
Kieran,,X
X,,Kieran
Kieran,Sergeant,Zayne
Zayne,General,Kieran
Kieran,,Zeph
Zeph,,Kieran
Kieran,,Zero
Zero,,Kieran
Kira,,Konnie
Konnie,,Kira
Kira,,Kore
Kore,,Kira
Kira,,Lavender
Lavender,,Kira
Kira,,Leah
Leah,,Kira
Kira,,Lee
Lee,,Kira
Kira,,Len
Len,,Kira
Kira,,Leonidas
Leonidas,,Kira
Kira,,Loki
Loki,,Kira
Kira,,Loki Primavera
Loki Primavera,,Kira
Kira,,Luca
Luca,,Kira
Kira,,Lucielle
Lucielle,,Kira
Kira,,Margot
Margot,,Kira
Kira,,Marx
Marx,,Kira
Kira,,Mephisto
Mephisto,,Kira
Kira,,Moyo
Moyo,,Kira
Kira,,Natz
Natz,,Kira
Kira,,Persephone
Persephone,,Kira
Kira,,Pherenix
Pherenix,,Kira
Kira,Squadmate,Rat
Rat,Squadmate,Kira
Kira,,Rei
Rei,,Kira
Kira,,S
S,,Kira
Kira,,Sierra
Sierra,,Kira
Kira,,Soren
Soren,,Kira
Kira,Twin sister,Taka
Taka,Twin brother,Kira
Kira,,Vanessa
Vanessa,,Kira
Kira,,Vi
Vi,,Kira
Kira,,X
X,,Kira
Kira,,Zayne
Zayne,,Kira
Kira,,Zeph
Zeph,,Kira
Kira,Squadmate,Zero
Zero,Squadmate,Kira
Konnie,,Kore
Kore,,Konnie
Konnie,,Lavender
Lavender,,Konnie
Konnie,,Leah
Leah,,Konnie
Konnie,,Lee
Lee,,Konnie
Konnie,,Len
Len,,Konnie
Konnie,,Leonidas
Leonidas,,Konnie
Konnie,Friend,Loki
Loki,Friend,Konnie
Konnie,,Loki Primavera
Loki Primavera,,Konnie
Konnie,,Luca
Luca,,Konnie
Konnie,,Lucielle
Lucielle,,Konnie
Konnie,,Margot
Margot,,Konnie
Konnie,,Marx
Marx,,Konnie
Konnie,,Mephisto
Mephisto,,Konnie
Konnie,Friend,Moyo
Moyo,Friend,Konnie
Konnie,,Natz
Natz,,Konnie
Konnie,Ally,Persephone
Persephone,Ally,Konnie
Konnie,,Pherenix
Pherenix,,Konnie
Konnie,,Rat
Rat,,Konnie
Konnie,,Rei
Rei,,Konnie
Konnie,,S
S,,Konnie
Konnie,,Sierra
Sierra,,Konnie
Konnie,,Soren
Soren,,Konnie
Konnie,,Taka
Taka,,Konnie
Konnie,,Vanessa
Vanessa,,Konnie
Konnie,,Vi
Vi,,Konnie
Konnie,,X
X,,Konnie
Konnie,,Zayne
Zayne,,Konnie
Konnie,,Zeph
Zeph,,Konnie
Konnie,,Zero
Zero,,Konnie
Kore,,Lavender
Lavender,,Kore
Kore,,Leah
Leah,,Kore
Kore,,Lee
Lee,,Kore
Kore,,Len
Len,,Kore
Kore,,Leonidas
Leonidas,,Kore
Kore,Friend in distress,Loki
Loki,Savior,Kore
Kore,,Loki Primavera
Loki Primavera,,Kore
Kore,,Luca
Luca,,Kore
Kore,,Lucielle
Lucielle,,Kore
Kore,,Margot
Margot,,Kore
Kore,,Marx
Marx,,Kore
Kore,,Mephisto
Mephisto,,Kore
Kore,,Moyo
Moyo,,Kore
Kore,,Natz
Natz,,Kore
Kore,"Self, pseudonym",Persephone
Persephone,Self,Kore
Kore,,Pherenix
Pherenix,,Kore
Kore,,Rat
Rat,,Kore
Kore,,Rei
Rei,,Kore
Kore,,S
S,,Kore
Kore,,Sierra
Sierra,,Kore
Kore,,Soren
Soren,,Kore
Kore,,Taka
Taka,,Kore
Kore,,Vanessa
Vanessa,,Kore
Kore,,Vi
Vi,,Kore
Kore,,X
X,,Kore
Kore,,Zayne
Zayne,,Kore
Kore,,Zeph
Zeph,,Kore
Kore,,Zero
Zero,,Kore
Lavender,,Leah
Leah,,Lavender
Lavender,,Lee
Lee,,Lavender
Lavender,,Len
Len,,Lavender
Lavender,,Leonidas
Leonidas,,Lavender
Lavender,,Loki
Loki,,Lavender
Lavender,,Loki Primavera
Loki Primavera,,Lavender
Lavender,,Luca
Luca,,Lavender
Lavender,,Lucielle
Lucielle,,Lavender
Lavender,,Margot
Margot,,Lavender
Lavender,,Marx
Marx,,Lavender
Lavender,,Mephisto
Mephisto,,Lavender
Lavender,,Moyo
Moyo,,Lavender
Lavender,,Natz
Natz,,Lavender
Lavender,,Persephone
Persephone,,Lavender
Lavender,,Pherenix
Pherenix,,Lavender
Lavender,,Rat
Rat,,Lavender
Lavender,,Rei
Rei,,Lavender
Lavender,,S
S,,Lavender
Lavender,,Sierra
Sierra,,Lavender
Lavender,,Soren
Soren,,Lavender
Lavender,,Taka
Taka,,Lavender
Lavender,,Vanessa
Vanessa,,Lavender
Lavender,,Vi
Vi,,Lavender
Lavender,,X
X,,Lavender
Lavender,,Zayne
Zayne,,Lavender
Lavender,,Zeph
Zeph,,Lavender
Lavender,,Zero
Zero,,Lavender
Leah,,Lee
Lee,,Leah
Leah,,Len
Len,,Leah
Leah,,Leonidas
Leonidas,,Leah
Leah,,Loki
Loki,,Leah
Leah,,Loki Primavera
Loki Primavera,,Leah
Leah,,Luca
Luca,,Leah
Leah,,Lucielle
Lucielle,,Leah
Leah,,Margot
Margot,,Leah
Leah,Wife,Marx
Marx,"Husband, widow",Leah
Leah,,Mephisto
Mephisto,,Leah
Leah,,Moyo
Moyo,,Leah
Leah,,Natz
Natz,,Leah
Leah,,Persephone
Persephone,,Leah
Leah,,Pherenix
Pherenix,,Leah
Leah,,Rat
Rat,,Leah
Leah,,Rei
Rei,,Leah
Leah,,S
S,,Leah
Leah,,Sierra
Sierra,,Leah
Leah,,Soren
Soren,,Leah
Leah,,Taka
Taka,,Leah
Leah,,Vanessa
Vanessa,,Leah
Leah,,Vi
Vi,,Leah
Leah,Victim,X
X,Murderer,Leah
Leah,,Zayne
Zayne,,Leah
Leah,,Zeph
Zeph,,Leah
Leah,,Zero
Zero,,Leah
Lee,,Len
Len,,Lee
Lee,Future self,Leonidas
Leonidas,Past self,Lee
Lee,,Loki
Loki,,Lee
Lee,,Loki Primavera
Loki Primavera,,Lee
Lee,,Luca
Luca,,Lee
Lee,,Lucielle
Lucielle,,Lee
Lee,,Margot
Margot,,Lee
Lee,,Marx
Marx,,Lee
Lee,,Mephisto
Mephisto,,Lee
Lee,,Moyo
Moyo,,Lee
Lee,False clone,Natz
Natz,False donor,Lee
Lee,,Persephone
Persephone,,Lee
Lee,,Pherenix
Pherenix,,Lee
Lee,,Rat
Rat,,Lee
Lee,,Rei
Rei,,Lee
Lee,,S
S,,Lee
Lee,,Sierra
Sierra,,Lee
Lee,,Soren
Soren,,Lee
Lee,,Taka
Taka,,Lee
Lee,,Vanessa
Vanessa,,Lee
Lee,"Husband, victim",Vi
Vi,"Wife, abuser, groomer",Lee
Lee,Mimic of,X
X,being mimicked by,Lee
Lee,,Zayne
Zayne,,Lee
Lee,,Zeph
Zeph,,Lee
Lee,,Zero
Zero,,Lee
Len,,Leonidas
Leonidas,,Len
Len,,Loki
Loki,,Len
Len,,Loki Primavera
Loki Primavera,,Len
Len,,Luca
Luca,,Len
Len,Acquaintence,Lucielle
Lucielle,Acquaintence,Len
Len,,Margot
Margot,,Len
Len,,Marx
Marx,,Len
Len,"Victim, daughter",Mephisto
Mephisto,"Murderer, daughter",Len
Len,,Moyo
Moyo,,Len
Len,,Natz
Natz,,Len
Len,,Persephone
Persephone,,Len
Len,,Pherenix
Pherenix,,Len
Len,,Rat
Rat,,Len
Len,,Rei
Rei,,Len
Len,,S
S,,Len
Len,,Sierra
Sierra,,Len
Len,,Soren
Soren,,Len
Len,,Taka
Taka,,Len
Len,,Vanessa
Vanessa,,Len
Len,,Vi
Vi,,Len
Len,Half sister,X
X,Half brother,Len
Len,,Zayne
Zayne,,Len
Len,,Zeph
Zeph,,Len
Len,,Zero
Zero,,Len
Leonidas,,Loki
Loki,,Leonidas
Leonidas,,Loki Primavera
Loki Primavera,,Leonidas
Leonidas,,Luca
Luca,,Leonidas
Leonidas,,Lucielle
Lucielle,,Leonidas
Leonidas,,Margot
Margot,,Leonidas
Leonidas,"Private, victim",Marx
Marx,"Sergeant, abuser",Leonidas
Leonidas,,Mephisto
Mephisto,,Leonidas
Leonidas,,Moyo
Moyo,,Leonidas
Leonidas,Victim,Natz
Natz,Abuser,Leonidas
Leonidas,,Persephone
Persephone,,Leonidas
Leonidas,Friend,Pherenix
Pherenix,Friend,Leonidas
Leonidas,,Rat
Rat,,Leonidas
Leonidas,Best Friend,Rei
Rei,Best Friend,Leonidas
Leonidas,,S
S,,Leonidas
Leonidas,,Sierra
Sierra,,Leonidas
Leonidas,,Soren
Soren,,Leonidas
Leonidas,,Taka
Taka,,Leonidas
Leonidas,,Vanessa
Vanessa,,Leonidas
Leonidas,Awkward friend,Vi
Vi,Crushes on Leo,Leonidas
Leonidas,,X
X,,Leonidas
Leonidas,,Zayne
Zayne,,Leonidas
Leonidas,Acquaintence,Zeph
Zeph,Acquaintence,Leonidas
Leonidas,,Zero
Zero,,Leonidas
Loki,,Loki Primavera
Loki Primavera,,Loki
Loki,Friend,Luca
Luca,Friend,Loki
Loki,,Lucielle
Lucielle,,Loki
Loki,,Margot
Margot,,Loki
Loki,,Marx
Marx,,Loki
Loki,,Mephisto
Mephisto,,Loki
Loki,Friend,Moyo
Moyo,Friend,Loki
Loki,,Natz
Natz,,Loki
Loki,Best Friend,Persephone
Persephone,Best Friend,Loki
Loki,,Pherenix
Pherenix,,Loki
Loki,,Rat
Rat,,Loki
Loki,,Rei
Rei,,Loki
Loki,,S
S,,Loki
Loki,,Sierra
Sierra,,Loki
Loki,,Soren
Soren,,Loki
Loki,,Taka
Taka,,Loki
Loki,,Vanessa
Vanessa,,Loki
Loki,,Vi
Vi,,Loki
Loki,,X
X,,Loki
Loki,,Zayne
Zayne,,Loki
Loki,,Zeph
Zeph,,Loki
Loki,,Zero
Zero,,Loki
Loki Primavera,,Luca
Luca,,Loki Primavera
Loki Primavera,,Lucielle
Lucielle,,Loki Primavera
Loki Primavera,,Margot
Margot,,Loki Primavera
Loki Primavera,,Marx
Marx,,Loki Primavera
Loki Primavera,,Mephisto
Mephisto,,Loki Primavera
Loki Primavera,Friend,Moyo
Moyo,Friend,Loki Primavera
Loki Primavera,,Natz
Natz,,Loki Primavera
Loki Primavera,Best Friend,Persephone
Persephone,Best Friend,Loki Primavera
Loki Primavera,,Pherenix
Pherenix,,Loki Primavera
Loki Primavera,,Rat
Rat,,Loki Primavera
Loki Primavera,,Rei
Rei,,Loki Primavera
Loki Primavera,,S
S,,Loki Primavera
Loki Primavera,,Sierra
Sierra,,Loki Primavera
Loki Primavera,,Soren
Soren,,Loki Primavera
Loki Primavera,,Taka
Taka,,Loki Primavera
Loki Primavera,,Vanessa
Vanessa,,Loki Primavera
Loki Primavera,,Vi
Vi,,Loki Primavera
Loki Primavera,,X
X,,Loki Primavera
Loki Primavera,,Zayne
Zayne,,Loki Primavera
Loki Primavera,,Zeph
Zeph,,Loki Primavera
Loki Primavera,,Zero
Zero,,Loki Primavera
Luca,Universal Variant,Lucielle
Lucielle,Universal Variant,Luca
Luca,,Margot
Margot,,Luca
Luca,,Marx
Marx,,Luca
Luca,,Mephisto
Mephisto,,Luca
Luca,Friend,Moyo
Moyo,Friend,Luca
Luca,,Natz
Natz,,Luca
Luca,,Persephone
Persephone,,Luca
Luca,,Pherenix
Pherenix,,Luca
Luca,,Rat
Rat,,Luca
Luca,,Rei
Rei,,Luca
Luca,,S
S,,Luca
Luca,,Sierra
Sierra,,Luca
Luca,,Soren
Soren,,Luca
Luca,,Taka
Taka,,Luca
Luca,,Vanessa
Vanessa,,Luca
Luca,,Vi
Vi,,Luca
Luca,,X
X,,Luca
Luca,,Zayne
Zayne,,Luca
Luca,,Zeph
Zeph,,Luca
Luca,,Zero
Zero,,Luca
Lucielle,,Margot
Margot,,Lucielle
Lucielle,,Marx
Marx,,Lucielle
Lucielle,,Mephisto
Mephisto,,Lucielle
Lucielle,,Moyo
Moyo,,Lucielle
Lucielle,,Natz
Natz,,Lucielle
Lucielle,Cousin,Persephone
Persephone,Cousin,Lucielle
Lucielle,,Pherenix
Pherenix,,Lucielle
Lucielle,,Rat
Rat,,Lucielle
Lucielle,Daughter,Rei
Rei,Mother,Lucielle
Lucielle,,S
S,,Lucielle
Lucielle,,Sierra
Sierra,,Lucielle
Lucielle,,Soren
Soren,,Lucielle
Lucielle,,Taka
Taka,,Lucielle
Lucielle,,Vanessa
Vanessa,,Lucielle
Lucielle,Almost-victim,Vi
Vi,Attempted murderer,Lucielle
Lucielle,,X
X,,Lucielle
Lucielle,,Zayne
Zayne,,Lucielle
Lucielle,,Zeph
Zeph,,Lucielle
Lucielle,,Zero
Zero,,Lucielle
Margot,,Marx
Marx,,Margot
Margot,,Mephisto
Mephisto,,Margot
Margot,,Moyo
Moyo,,Margot
Margot,,Natz
Natz,,Margot
Margot,,Persephone
Persephone,,Margot
Margot,,Pherenix
Pherenix,,Margot
Margot,,Rat
Rat,,Margot
Margot,,Rei
Rei,,Margot
Margot,,S
S,,Margot
Margot,,Sierra
Sierra,,Margot
Margot,,Soren
Soren,,Margot
Margot,,Taka
Taka,,Margot
Margot,,Vanessa
Vanessa,,Margot
Margot,,Vi
Vi,,Margot
Margot,,X
X,,Margot
Margot,,Zayne
Zayne,,Margot
Margot,,Zeph
Zeph,,Margot
Margot,,Zero
Zero,,Margot
Marx,,Mephisto
Mephisto,,Marx
Marx,,Moyo
Moyo,,Marx
Marx,Half Brother,Natz
Natz,Half Brother,Marx
Marx,,Persephone
Persephone,,Marx
Marx,"Adoptive father, Sergeant",Pherenix
Pherenix,"Adoptive son, heir",Marx
Marx,,Rat
Rat,,Marx
Marx,Sergeant,Rei
Rei,Apprentice,Marx
Marx,,S
S,,Marx
Marx,,Sierra
Sierra,,Marx
Marx,,Soren
Soren,,Marx
Marx,,Taka
Taka,,Marx
Marx,,Vanessa
Vanessa,,Marx
Marx,,Vi
Vi,,Marx
Marx,"Adoptive son, heir",X
X,"Adoptive son, Sergeant",Marx
Marx,,Zayne
Zayne,,Marx
Marx,Sergeant,Zeph
Zeph,Assistant,Marx
Marx,,Zero
Zero,,Marx
Mephisto,,Moyo
Moyo,,Mephisto
Mephisto,,Natz
Natz,,Mephisto
Mephisto,Murderer,Persephone
Persephone,Victim,Mephisto
Mephisto,,Pherenix
Pherenix,,Mephisto
Mephisto,,Rat
Rat,,Mephisto
Mephisto,,Rei
Rei,,Mephisto
Mephisto,,S
S,,Mephisto
Mephisto,,Sierra
Sierra,,Mephisto
Mephisto,,Soren
Soren,,Mephisto
Mephisto,,Taka
Taka,,Mephisto
Mephisto,,Vanessa
Vanessa,,Mephisto
Mephisto,,Vi
Vi,,Mephisto
Mephisto,Father,X
X,Son,Mephisto
Mephisto,,Zayne
Zayne,,Mephisto
Mephisto,Father,Zeph
Zeph,Dead son,Mephisto
Mephisto,,Zero
Zero,,Mephisto
Moyo,,Natz
Natz,,Moyo
Moyo,Friend,Persephone
Persephone,Friend,Moyo
Moyo,,Pherenix
Pherenix,,Moyo
Moyo,,Rat
Rat,,Moyo
Moyo,,Rei
Rei,,Moyo
Moyo,,S
S,,Moyo
Moyo,,Sierra
Sierra,,Moyo
Moyo,,Soren
Soren,,Moyo
Moyo,,Taka
Taka,,Moyo
Moyo,,Vanessa
Vanessa,,Moyo
Moyo,,Vi
Vi,,Moyo
Moyo,,X
